frame_ordinal,pass_index,pass_name,queue,batch_index,is_copy_pass,milliseconds,expected_passes,available_passes,complete
621,6,Present.CopyToSwapchain,1,2,true,0.026144000,7,7,true
622,0,ASBuild.BuildTLAS,0,0,false,0.103072000,7,7,true
622,1,LightPrepare.Upload,0,0,false,0.002048000,7,7,true
622,2,PathTracing.Trace,0,0,false,0.753600000,7,7,true
622,3,Ui.Overlay,0,0,false,0.022432000,7,7,true
622,4,DLSS.RayReconstruction,1,1,false,1.488992000,7,7,true
622,5,Present.Convert,1,1,false,0.051520000,7,7,true
622,6,Present.CopyToSwapchain,1,2,true,0.022816000,7,7,true
623,0,ASBuild.BuildTLAS,0,0,false,0.118656000,7,7,true
623,1,LightPrepare.Upload,0,0,false,0.002112000,7,7,true
623,2,PathTracing.Trace,0,0,false,0.687968000,7,7,true
623,3,Ui.Overlay,0,0,false,0.027584000,7,7,true
623,4,DLSS.RayReconstruction,1,1,false,1.495680000,7,7,true
623,5,Present.Convert,1,1,false,0.050560000,7,7,true
623,6,Present.CopyToSwapchain,1,2,true,0.026112000,7,7,true
624,0,ASBuild.BuildTLAS,0,0,false,0.144640000,7,7,true
624,1,LightPrepare.Upload,0,0,false,0.002112000,7,7,true
624,2,PathTracing.Trace,0,0,false,0.710528000,7,7,true
624,3,Ui.Overlay,0,0,false,0.019616000,7,7,true
624,4,DLSS.RayReconstruction,1,1,false,1.484448000,7,7,true
624,5,Present.Convert,1,1,false,0.047424000,7,7,true
624,6,Present.CopyToSwapchain,1,2,true,0.023424000,7,7,true
625,0,ASBuild.BuildTLAS,0,0,false,0.098176000,7,7,true
625,1,LightPrepare.Upload,0,0,false,0.002432000,7,7,true
625,2,PathTracing.Trace,0,0,false,0.704064000,7,7,true
625,3,Ui.Overlay,0,0,false,0.017216000,7,7,true
625,4,DLSS.RayReconstruction,1,1,false,1.471872000,7,7,true
625,5,Present.Convert,1,1,false,0.050528000,7,7,true
625,6,Present.CopyToSwapchain,1,2,true,0.197152000,7,7,true
626,0,ASBuild.BuildTLAS,0,0,false,0.125760000,7,7,true
626,1,LightPrepare.Upload,0,0,false,0.002016000,7,7,true
626,2,PathTracing.Trace,0,0,false,0.636480000,7,7,true
626,3,Ui.Overlay,0,0,false,0.014144000,7,7,true
626,4,DLSS.RayReconstruction,1,1,false,1.494784000,7,7,true
626,5,Present.Convert,1,1,false,0.045632000,7,7,true
626,6,Present.CopyToSwapchain,1,2,true,0.024064000,7,7,true
627,0,ASBuild.BuildTLAS,0,0,false,0.136256000,7,7,true
627,1,LightPrepare.Upload,0,0,false,0.002144000,7,7,true
627,2,PathTracing.Trace,0,0,false,0.720736000,7,7,true
627,3,Ui.Overlay,0,0,false,0.025600000,7,7,true
627,4,DLSS.RayReconstruction,1,1,false,1.518048000,7,7,true
627,5,Present.Convert,1,1,false,0.047488000,7,7,true
627,6,Present.CopyToSwapchain,1,2,true,0.025568000,7,7,true
628,0,ASBuild.BuildTLAS,0,0,false,0.131872000,7,7,true
628,1,LightPrepare.Upload,0,0,false,0.002112000,7,7,true
628,2,PathTracing.Trace,0,0,false,0.722784000,7,7,true
628,3,Ui.Overlay,0,0,false,0.022656000,7,7,true
628,4,DLSS.RayReconstruction,1,1,false,1.011424000,7,7,true
628,5,Present.Convert,1,1,false,0.393184000,7,7,true
628,6,Present.CopyToSwapchain,1,2,true,0.124288000,7,7,true
629,0,ASBuild.BuildTLAS,0,0,false,0.126080000,7,7,true
629,1,LightPrepare.Upload,0,0,false,0.002048000,7,7,true
629,2,PathTracing.Trace,0,0,false,0.634816000,7,7,true
629,3,Ui.Overlay,0,0,false,0.012384000,7,7,true
629,4,DLSS.RayReconstruction,1,1,false,1.011904000,7,7,true
629,5,Present.Convert,1,1,false,0.055616000,7,7,true
629,6,Present.CopyToSwapchain,1,2,true,0.023648000,7,7,true
630,0,ASBuild.BuildTLAS,0,0,false,0.113856000,7,7,true
630,1,LightPrepare.Upload,0,0,false,0.001600000,7,7,true
630,2,PathTracing.Trace,0,0,false,0.604608000,7,7,true
630,3,Ui.Overlay,0,0,false,0.012352000,7,7,true
630,4,DLSS.RayReconstruction,1,1,false,0.991104000,7,7,true
630,5,Present.Convert,1,1,false,0.045600000,7,7,true
630,6,Present.CopyToSwapchain,1,2,true,0.024224000,7,7,true
631,0,ASBuild.BuildTLAS,0,0,false,0.093024000,7,7,true
631,1,LightPrepare.Upload,0,0,false,0.001664000,7,7,true
631,2,PathTracing.Trace,0,0,false,0.562560000,7,7,true
631,3,Ui.Overlay,0,0,false,0.012480000,7,7,true
631,4,DLSS.RayReconstruction,1,1,false,1.009376000,7,7,true
631,5,Present.Convert,1,1,false,0.047456000,7,7,true
631,6,Present.CopyToSwapchain,1,2,true,0.024512000,7,7,true
632,0,ASBuild.BuildTLAS,0,0,false,0.093408000,7,7,true
632,1,LightPrepare.Upload,0,0,false,0.001632000,7,7,true
632,2,PathTracing.Trace,0,0,false,0.636320000,7,7,true
632,3,Ui.Overlay,0,0,false,0.012352000,7,7,true
632,4,DLSS.RayReconstruction,1,1,false,1.531552000,7,7,true
632,5,Present.Convert,1,1,false,0.047392000,7,7,true
632,6,Present.CopyToSwapchain,1,2,true,0.024032000,7,7,true
633,0,ASBuild.BuildTLAS,0,0,false,0.151168000,7,7,true
633,1,LightPrepare.Upload,0,0,false,0.010208000,7,7,true
633,2,PathTracing.Trace,0,0,false,0.722880000,7,7,true
633,3,Ui.Overlay,0,0,false,0.029376000,7,7,true
633,4,DLSS.RayReconstruction,1,1,false,1.706912000,7,7,true
633,5,Present.Convert,1,1,false,0.064000000,7,7,true
633,6,Present.CopyToSwapchain,1,2,true,0.028768000,7,7,true
634,0,ASBuild.BuildTLAS,0,0,false,0.130176000,7,7,true
634,1,LightPrepare.Upload,0,0,false,0.002112000,7,7,true
634,2,PathTracing.Trace,0,0,false,0.930656000,7,7,true
634,3,Ui.Overlay,0,0,false,0.018240000,7,7,true
634,4,DLSS.RayReconstruction,1,1,false,1.009600000,7,7,true
634,5,Present.Convert,1,1,false,0.045408000,7,7,true
634,6,Present.CopyToSwapchain,1,2,true,0.026080000,7,7,true
635,0,ASBuild.BuildTLAS,0,0,false,0.093600000,7,7,true
635,1,LightPrepare.Upload,0,0,false,0.001600000,7,7,true
635,2,PathTracing.Trace,0,0,false,0.579008000,7,7,true
635,3,Ui.Overlay,0,0,false,0.012704000,7,7,true
635,4,DLSS.RayReconstruction,1,1,false,0.995616000,7,7,true
635,5,Present.Convert,1,1,false,0.052608000,7,7,true
635,6,Present.CopyToSwapchain,1,2,true,0.025888000,7,7,true
636,0,ASBuild.BuildTLAS,0,0,false,0.090848000,7,7,true
636,1,LightPrepare.Upload,0,0,false,0.001664000,7,7,true
636,2,PathTracing.Trace,0,0,false,0.580960000,7,7,true
636,3,Ui.Overlay,0,0,false,0.012128000,7,7,true
636,4,DLSS.RayReconstruction,1,1,false,1.490400000,7,7,true
636,5,Present.Convert,1,1,false,0.053696000,7,7,true
636,6,Present.CopyToSwapchain,1,2,true,0.026048000,7,7,true
637,0,ASBuild.BuildTLAS,0,0,false,0.127904000,7,7,true
637,1,LightPrepare.Upload,0,0,false,0.006240000,7,7,true
637,2,PathTracing.Trace,0,0,false,0.710464000,7,7,true
637,3,Ui.Overlay,0,0,false,0.012512000,7,7,true
637,4,DLSS.RayReconstruction,1,1,false,1.665120000,7,7,true
637,5,Present.Convert,1,1,false,0.059648000,7,7,true
637,6,Present.CopyToSwapchain,1,2,true,0.025984000,7,7,true
638,0,ASBuild.BuildTLAS,0,0,false,0.132448000,7,7,true
638,1,LightPrepare.Upload,0,0,false,0.002112000,7,7,true
638,2,PathTracing.Trace,0,0,false,0.659296000,7,7,true
638,3,Ui.Overlay,0,0,false,0.016928000,7,7,true
638,4,DLSS.RayReconstruction,1,1,false,1.009568000,7,7,true
638,5,Present.Convert,1,1,false,0.047552000,7,7,true
638,6,Present.CopyToSwapchain,1,2,true,0.025664000,7,7,true
639,0,ASBuild.BuildTLAS,0,0,false,0.091616000,7,7,true
639,1,LightPrepare.Upload,0,0,false,0.001696000,7,7,true
639,2,PathTracing.Trace,0,0,false,0.605536000,7,7,true
639,3,Ui.Overlay,0,0,false,0.012416000,7,7,true
639,4,DLSS.RayReconstruction,1,1,false,0.987392000,7,7,true
639,5,Present.Convert,1,1,false,0.048672000,7,7,true
639,6,Present.CopyToSwapchain,1,2,true,0.025920000,7,7,true
640,0,ASBuild.BuildTLAS,0,0,false,0.092672000,7,7,true
640,1,LightPrepare.Upload,0,0,false,0.001728000,7,7,true
640,2,PathTracing.Trace,0,0,false,0.572736000,7,7,true
640,3,Ui.Overlay,0,0,false,0.012576000,7,7,true
640,4,DLSS.RayReconstruction,1,1,false,0.999872000,7,7,true
640,5,Present.Convert,1,1,false,0.045376000,7,7,true
640,6,Present.CopyToSwapchain,1,2,true,0.023968000,7,7,true
641,0,ASBuild.BuildTLAS,0,0,false,0.091872000,7,7,true
641,1,LightPrepare.Upload,0,0,false,0.001760000,7,7,true
641,2,PathTracing.Trace,0,0,false,0.827680000,7,7,true
641,3,Ui.Overlay,0,0,false,0.011968000,7,7,true
641,4,DLSS.RayReconstruction,1,1,false,1.004288000,7,7,true
641,5,Present.Convert,1,1,false,0.270144000,7,7,true
641,6,Present.CopyToSwapchain,1,2,true,0.260896000,7,7,true
642,0,ASBuild.BuildTLAS,0,0,false,0.126528000,7,7,true
642,1,LightPrepare.Upload,0,0,false,0.006272000,7,7,true
642,2,PathTracing.Trace,0,0,false,0.630560000,7,7,true
642,3,Ui.Overlay,0,0,false,0.012576000,7,7,true
642,4,DLSS.RayReconstruction,1,1,false,1.513664000,7,7,true
642,5,Present.Convert,1,1,false,0.052544000,7,7,true
642,6,Present.CopyToSwapchain,1,2,true,0.024608000,7,7,true
643,0,ASBuild.BuildTLAS,0,0,false,0.130208000,7,7,true
643,1,LightPrepare.Upload,0,0,false,0.001984000,7,7,true
643,2,PathTracing.Trace,0,0,false,0.698336000,7,7,true
643,3,Ui.Overlay,0,0,false,0.024256000,7,7,true
643,4,DLSS.RayReconstruction,1,1,false,0.991296000,7,7,true
643,5,Present.Convert,1,1,false,0.051488000,7,7,true
643,6,Present.CopyToSwapchain,1,2,true,0.101088000,7,7,true
644,0,ASBuild.BuildTLAS,0,0,false,0.121088000,7,7,true
644,1,LightPrepare.Upload,0,0,false,0.002176000,7,7,true
644,2,PathTracing.Trace,0,0,false,0.618368000,7,7,true
644,3,Ui.Overlay,0,0,false,0.012384000,7,7,true
644,4,DLSS.RayReconstruction,1,1,false,1.001856000,7,7,true
644,5,Present.Convert,1,1,false,0.052480000,7,7,true
644,6,Present.CopyToSwapchain,1,2,true,0.026144000,7,7,true
645,0,ASBuild.BuildTLAS,0,0,false,0.091424000,7,7,true
645,1,LightPrepare.Upload,0,0,false,0.001632000,7,7,true
645,2,PathTracing.Trace,0,0,false,0.576928000,7,7,true
645,3,Ui.Overlay,0,0,false,0.012064000,7,7,true
645,4,DLSS.RayReconstruction,1,1,false,1.003520000,7,7,true
645,5,Present.Convert,1,1,false,0.050784000,7,7,true
645,6,Present.CopyToSwapchain,1,2,true,0.023680000,7,7,true
646,0,ASBuild.BuildTLAS,0,0,false,0.093152000,7,7,true
646,1,LightPrepare.Upload,0,0,false,0.001632000,7,7,true
646,2,PathTracing.Trace,0,0,false,0.554400000,7,7,true
646,3,Ui.Overlay,0,0,false,0.012352000,7,7,true
646,4,DLSS.RayReconstruction,1,1,false,1.162336000,7,7,true
646,5,Present.Convert,1,1,false,0.047360000,7,7,true
646,6,Present.CopyToSwapchain,1,2,true,0.024640000,7,7,true
647,0,ASBuild.BuildTLAS,0,0,false,0.126368000,7,7,true
647,1,LightPrepare.Upload,0,0,false,0.001568000,7,7,true
647,2,PathTracing.Trace,0,0,false,0.557536000,7,7,true
647,3,Ui.Overlay,0,0,false,0.012448000,7,7,true
647,4,DLSS.RayReconstruction,1,1,false,1.454336000,7,7,true
647,5,Present.Convert,1,1,false,0.069568000,7,7,true
647,6,Present.CopyToSwapchain,1,2,true,0.028000000,7,7,true
648,0,ASBuild.BuildTLAS,0,0,false,0.125536000,7,7,true
648,1,LightPrepare.Upload,0,0,false,0.002048000,7,7,true
648,2,PathTracing.Trace,0,0,false,0.667520000,7,7,true
648,3,Ui.Overlay,0,0,false,0.012512000,7,7,true
648,4,DLSS.RayReconstruction,1,1,false,0.986848000,7,7,true
648,5,Present.Convert,1,1,false,0.047424000,7,7,true
648,6,Present.CopyToSwapchain,1,2,true,0.142080000,7,7,true
649,0,ASBuild.BuildTLAS,0,0,false,0.130976000,7,7,true
649,1,LightPrepare.Upload,0,0,false,0.003552000,7,7,true
649,2,PathTracing.Trace,0,0,false,0.583552000,7,7,true
649,3,Ui.Overlay,0,0,false,0.012672000,7,7,true
649,4,DLSS.RayReconstruction,1,1,false,1.503328000,7,7,true
649,5,Present.Convert,1,1,false,0.054624000,7,7,true
649,6,Present.CopyToSwapchain,1,2,true,0.022400000,7,7,true
650,0,ASBuild.BuildTLAS,0,0,false,0.126272000,7,7,true
650,1,LightPrepare.Upload,0,0,false,0.002784000,7,7,true
650,2,PathTracing.Trace,0,0,false,0.711904000,7,7,true
650,3,Ui.Overlay,0,0,false,0.016288000,7,7,true
650,4,DLSS.RayReconstruction,1,1,false,1.649920000,7,7,true
650,5,Present.Convert,1,1,false,0.057568000,7,7,true
650,6,Present.CopyToSwapchain,1,2,true,0.027424000,7,7,true
651,0,ASBuild.BuildTLAS,0,0,false,0.125728000,7,7,true
651,1,LightPrepare.Upload,0,0,false,0.002208000,7,7,true
651,2,PathTracing.Trace,0,0,false,0.728832000,7,7,true
651,3,Ui.Overlay,0,0,false,0.012192000,7,7,true
651,4,DLSS.RayReconstruction,1,1,false,1.499328000,7,7,true
651,5,Present.Convert,1,1,false,0.052224000,7,7,true
651,6,Present.CopyToSwapchain,1,2,true,0.024224000,7,7,true
652,0,ASBuild.BuildTLAS,0,0,false,0.120928000,7,7,true
652,1,LightPrepare.Upload,0,0,false,0.003072000,7,7,true
652,2,PathTracing.Trace,0,0,false,0.662432000,7,7,true
652,3,Ui.Overlay,0,0,false,0.018432000,7,7,true
652,4,DLSS.RayReconstruction,1,1,false,1.480352000,7,7,true
652,5,Present.Convert,1,1,false,0.050336000,7,7,true
652,6,Present.CopyToSwapchain,1,2,true,0.023904000,7,7,true
653,0,ASBuild.BuildTLAS,0,0,false,0.123936000,7,7,true
653,1,LightPrepare.Upload,0,0,false,0.002144000,7,7,true
653,2,PathTracing.Trace,0,0,false,0.690016000,7,7,true
653,3,Ui.Overlay,0,0,false,0.020832000,7,7,true
653,4,DLSS.RayReconstruction,1,1,false,1.425152000,7,7,true
653,5,Present.Convert,1,1,false,0.050496000,7,7,true
653,6,Present.CopyToSwapchain,1,2,true,0.023968000,7,7,true
654,0,ASBuild.BuildTLAS,0,0,false,0.127360000,7,7,true
654,1,LightPrepare.Upload,0,0,false,0.002144000,7,7,true
654,2,PathTracing.Trace,0,0,false,0.683872000,7,7,true
654,3,Ui.Overlay,0,0,false,0.020608000,7,7,true
654,4,DLSS.RayReconstruction,1,1,false,1.690560000,7,7,true
654,5,Present.Convert,1,1,false,0.050688000,7,7,true
654,6,Present.CopyToSwapchain,1,2,true,0.024128000,7,7,true
655,0,ASBuild.BuildTLAS,0,0,false,0.130656000,7,7,true
655,1,LightPrepare.Upload,0,0,false,0.004768000,7,7,true
655,2,PathTracing.Trace,0,0,false,0.740576000,7,7,true
655,3,Ui.Overlay,0,0,false,0.023296000,7,7,true
655,4,DLSS.RayReconstruction,1,1,false,1.478144000,7,7,true
655,5,Present.Convert,1,1,false,0.050560000,7,7,true
655,6,Present.CopyToSwapchain,1,2,true,0.023424000,7,7,true
656,0,ASBuild.BuildTLAS,0,0,false,0.161280000,7,7,true
656,1,LightPrepare.Upload,0,0,false,0.002048000,7,7,true
656,2,PathTracing.Trace,0,0,false,0.747456000,7,7,true
656,3,Ui.Overlay,0,0,false,0.022848000,7,7,true
656,4,DLSS.RayReconstruction,1,1,false,1.462848000,7,7,true
656,5,Present.Convert,1,1,false,0.046432000,7,7,true
656,6,Present.CopyToSwapchain,1,2,true,0.024128000,7,7,true
657,0,ASBuild.BuildTLAS,0,0,false,0.118592000,7,7,true
657,1,LightPrepare.Upload,0,0,false,0.001984000,7,7,true
657,2,PathTracing.Trace,0,0,false,0.681952000,7,7,true
657,3,Ui.Overlay,0,0,false,0.023584000,7,7,true
657,4,DLSS.RayReconstruction,1,1,false,1.523552000,7,7,true
657,5,Present.Convert,1,1,false,0.054208000,7,7,true
657,6,Present.CopyToSwapchain,1,2,true,0.023872000,7,7,true
658,0,ASBuild.BuildTLAS,0,0,false,0.124608000,7,7,true
658,1,LightPrepare.Upload,0,0,false,0.002112000,7,7,true
658,2,PathTracing.Trace,0,0,false,0.769888000,7,7,true
658,3,Ui.Overlay,0,0,false,0.021440000,7,7,true
658,4,DLSS.RayReconstruction,1,1,false,1.675008000,7,7,true
658,5,Present.Convert,1,1,false,0.050528000,7,7,true
658,6,Present.CopyToSwapchain,1,2,true,0.026336000,7,7,true
659,0,ASBuild.BuildTLAS,0,0,false,0.145824000,7,7,true
659,1,LightPrepare.Upload,0,0,false,0.002048000,7,7,true
659,2,PathTracing.Trace,0,0,false,0.977792000,7,7,true
659,3,Ui.Overlay,0,0,false,0.029792000,7,7,true
659,4,DLSS.RayReconstruction,1,1,false,1.516896000,7,7,true
659,5,Present.Convert,1,1,false,0.045408000,7,7,true
659,6,Present.CopyToSwapchain,1,2,true,0.024096000,7,7,true
